CMDLINE c:\users\douglas.silva\anaconda3\python.exe .\testMemory-LightGBM.py
MEM 146.988281 1604494161.3917
MEM 146.988281 1604494161.4924
MEM 147.011719 1604494161.5932
MEM 147.011719 1604494161.6939
MEM 147.011719 1604494161.7946
MEM 147.011719 1604494161.8954
MEM 147.011719 1604494161.9961
MEM 147.015625 1604494162.0968
MEM 147.207031 1604494162.1976
MEM 147.406250 1604494162.2983
MEM 147.406250 1604494162.3990
MEM 147.531250 1604494162.4998
MEM 147.601562 1604494162.6005
MEM 147.730469 1604494162.7016
MEM 147.984375 1604494162.8019
MEM 148.109375 1604494162.9027
MEM 150.332031 1604494163.0034
MEM 152.054688 1604494163.1041
MEM 146.933594 1604494163.2049
MEM 146.933594 1604494163.3056
MEM 146.933594 1604494163.4063
MEM 146.933594 1604494163.5071
MEM 143.085938 1604494163.6078
MEM 148.308594 1604494163.7085
MEM 148.335938 1604494163.8092
MEM 148.367188 1604494163.9100
MEM 148.414062 1604494164.0108
MEM 148.425781 1604494164.1115
MEM 148.500000 1604494164.2122
MEM 148.542969 1604494164.3129
MEM 148.617188 1604494164.4136
MEM 148.902344 1604494164.5144
MEM 148.902344 1604494164.6151
MEM 149.121094 1604494164.7158
MEM 149.246094 1604494164.8166
MEM 149.308594 1604494164.9174
MEM 149.433594 1604494165.0178
MEM 149.558594 1604494165.1188
MEM 149.746094 1604494165.2195
MEM 149.746094 1604494165.3202
MEM 149.941406 1604494165.4216
MEM 149.957031 1604494165.5218
MEM 149.957031 1604494165.6224
MEM 149.968750 1604494165.7232
MEM 150.089844 1604494165.8239
MEM 150.343750 1604494165.9246
MEM 150.468750 1604494166.0253
MEM 151.628906 1604494166.1261
MEM 153.769531 1604494166.2268
MEM 148.394531 1604494166.3275
MEM 148.394531 1604494166.4282
MEM 148.394531 1604494166.5290
MEM 148.394531 1604494166.6297
MEM 144.410156 1604494166.7304
MEM 148.542969 1604494166.8312
MEM 148.550781 1604494166.9319
MEM 148.570312 1604494167.0326
MEM 148.613281 1604494167.1334
MEM 148.621094 1604494167.2341
MEM 148.714844 1604494167.3348
MEM 148.808594 1604494167.4356
MEM 148.933594 1604494167.5363
MEM 149.093750 1604494167.6371
MEM 149.093750 1604494167.7378
MEM 149.312500 1604494167.8385
MEM 149.437500 1604494167.9392
MEM 149.500000 1604494168.0399
MEM 149.625000 1604494168.1407
MEM 149.812500 1604494168.2414
MEM 149.937500 1604494168.3421
MEM 150.078125 1604494168.4429
MEM 150.457031 1604494168.5436
MEM 150.457031 1604494168.6441
MEM 150.582031 1604494168.7451
MEM 150.773438 1604494168.8458
MEM 151.027344 1604494168.9465
MEM 151.152344 1604494169.0473
MEM 152.718750 1604494169.1473
MEM 155.277344 1604494169.2477
MEM 150.644531 1604494169.3484
MEM 149.371094 1604494169.4492
MEM 149.371094 1604494169.5494
MEM 149.371094 1604494169.6496
MEM 149.371094 1604494169.7504
MEM 150.757812 1604494169.8511
MEM 152.214844 1604494169.9519
MEM 152.230469 1604494170.0526
MEM 152.230469 1604494170.1533
MEM 152.292969 1604494170.2540
MEM 152.292969 1604494170.3543
MEM 152.296875 1604494170.4545
MEM 152.328125 1604494170.5546
MEM 152.332031 1604494170.6549
MEM 152.394531 1604494170.7558
MEM 152.414062 1604494170.8564
MEM 152.414062 1604494170.9571
MEM 152.414062 1604494171.0572
MEM 152.414062 1604494171.1576
MEM 152.414062 1604494171.2583
MEM 152.527344 1604494171.3591
MEM 152.777344 1604494171.4598
MEM 152.777344 1604494171.5605
MEM 152.777344 1604494171.6613
MEM 153.089844 1604494171.7620
MEM 153.324219 1604494171.8627
MEM 153.449219 1604494171.9634
MEM 156.828125 1604494172.0642
MEM 150.976562 1604494172.1649
MEM 150.976562 1604494172.2656
MEM 150.976562 1604494172.3664
MEM 153.800781 1604494172.4671
MEM 153.804688 1604494172.5678
MEM 153.832031 1604494172.6686
MEM 153.835938 1604494172.7693
MEM 153.906250 1604494172.8700
MEM 154.000000 1604494172.9708
MEM 154.062500 1604494173.0715
MEM 154.062500 1604494173.1719
MEM 154.062500 1604494173.2720
MEM 154.062500 1604494173.3727
MEM 154.125000 1604494173.4734
MEM 154.312500 1604494173.5741
MEM 154.578125 1604494173.6746
MEM 154.757812 1604494173.7756
MEM 154.890625 1604494173.8764
MEM 155.015625 1604494173.9769
MEM 155.226562 1604494174.0778
MEM 156.570312 1604494174.1785
MEM 157.839844 1604494174.2793
MEM 153.671875 1604494174.3793
MEM 152.066406 1604494174.4797
MEM 152.066406 1604494174.5800
MEM 152.421875 1604494174.6803
MEM 154.531250 1604494174.7809
MEM 154.558594 1604494174.8812
MEM 154.605469 1604494174.9814
MEM 154.605469 1604494175.0816
MEM 154.636719 1604494175.1818
MEM 154.800781 1604494175.2826
MEM 154.925781 1604494175.3833
MEM 155.109375 1604494175.4840
MEM 155.234375 1604494175.5848
MEM 155.457031 1604494175.6855
MEM 155.582031 1604494175.7862
MEM 155.769531 1604494175.8862
MEM 155.769531 1604494175.9867
MEM 155.855469 1604494176.0874
MEM 155.972656 1604494176.1882
MEM 155.972656 1604494176.2889
MEM 157.777344 1604494176.3893
MEM 154.085938 1604494176.4893
MEM 141.984375 1604494176.5901
MEM 141.984375 1604494176.6908
MEM 141.984375 1604494176.7915
MEM 142.562500 1604494176.8923
MEM 145.906250 1604494176.9927
MEM 145.906250 1604494177.0937
MEM 146.000000 1604494177.1938
MEM 146.078125 1604494177.2953
MEM 146.210938 1604494177.3955
MEM 146.281250 1604494177.4967
MEM 146.417969 1604494177.5974
MEM 146.542969 1604494177.6982
MEM 146.671875 1604494177.7988
MEM 146.824219 1604494177.8996
MEM 147.015625 1604494178.0003
MEM 147.015625 1604494178.1010
MEM 147.277344 1604494178.2018
MEM 147.277344 1604494178.3025
MEM 147.472656 1604494178.4034
MEM 147.597656 1604494178.5040
MEM 147.851562 1604494178.6040
MEM 147.976562 1604494178.7044
MEM 150.144531 1604494178.8046
MEM 150.984375 1604494178.9049
MEM 145.261719 1604494179.0051
MEM 145.261719 1604494179.1054
MEM 145.261719 1604494179.2061
MEM 145.261719 1604494179.3068
MEM 143.425781 1604494179.4076
MEM 147.816406 1604494179.5083
MEM 148.753906 1604494179.6091
MEM 144.941406 1604494179.7097
MEM 152.273438 1604494179.8105
MEM 155.476562 1604494179.9112
MEM 155.476562 1604494180.0120
MEM 137.125000 1604494180.1127
MEM 131.675781 1604494180.2134
